"","subject","activity","domain","dimension","component","instrument","jerk","magnitude","statistic","count","mean_value"
"319","1","walking_downstairs","time","Z","gravity","accelerometer","NA","NA","mean",49,-0.0621199585938775
"320","1","walking_downstairs","time","Z","gravity","accelerometer","NA","NA","std",49,-0.895939695102041
"321","1","walking_downstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",49,-0.0757412543673469
"322","1","walking_downstairs","time",NA,"NA","gyroscope","NA","magnitude","std",49,-0.225724368061224
"323","1","walking_downstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",49,-0.295463843346939
"324","1","walking_downstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",49,-0.306510645530612
"325","1","walking_downstairs","time",NA,"body","accelerometer","NA","magnitude","mean",49,0.0271882914106122
"326","1","walking_downstairs","time",NA,"body","accelerometer","NA","magnitude","std",49,0.0198843506265306
"327","1","walking_downstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",49,-0.0894474807979592
"328","1","walking_downstairs","time",NA,"body","accelerometer","jerk","magnitude","std",49,-0.0257877197081633
"329","1","walking_downstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",49,0.0271882914106122
"330","1","walking_downstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",49,0.0198843506265306
"331","1","walking_upstairs","frequency","X","NA","gyroscope","NA","NA","mean",53,-0.492611667924528
"332","1","walking_upstairs","frequency","X","NA","gyroscope","NA","NA","std",53,-0.565892490754717
"333","1","walking_upstairs","frequency","X","body","accelerometer","NA","NA","mean",53,-0.404321784150943
"334","1","walking_upstairs","frequency","X","body","accelerometer","NA","NA","std",53,-0.337428188679245
"335","1","walking_upstairs","frequency","X","body","accelerometer","jerk","NA","mean",53,-0.479875245660377
"336","1","walking_upstairs","frequency","X","body","accelerometer","jerk","NA","std",53,-0.461907025849057
"337","1","walking_upstairs","frequency","Y","NA","gyroscope","NA","NA","mean",53,-0.319474609056604
"338","1","walking_upstairs","frequency","Y","NA","gyroscope","NA","NA","std",53,0.151538905566038
"339","1","walking_upstairs","frequency","Y","body","accelerometer","NA","NA","mean",53,-0.190976720811321
"340","1","walking_upstairs","frequency","Y","body","accelerometer","NA","NA","std",53,0.0217695106566038
"341","1","walking_upstairs","frequency","Y","body","accelerometer","jerk","NA","mean",53,-0.41344458754717
"342","1","walking_upstairs","frequency","Y","body","accelerometer","jerk","NA","std",53,-0.381777065283019
"343","1","walking_upstairs","frequency","Z","NA","gyroscope","NA","NA","mean",53,-0.453597213018868
"344","1","walking_upstairs","frequency","Z","NA","gyroscope","NA","NA","std",53,-0.57170784
"345","1","walking_upstairs","frequency","Z","body","accelerometer","NA","NA","mean",53,-0.433349702075472
"346","1","walking_upstairs","frequency","Z","body","accelerometer","NA","NA","std",53,0.0859565543849057
"347","1","walking_upstairs","frequency","Z","body","accelerometer","jerk","NA","mean",53,-0.685474353962264
"348","1","walking_upstairs","frequency","Z","body","accelerometer","jerk","NA","std",53,-0.726040200754717
"349","1","walking_upstairs","frequency",NA,"NA","gyroscope","NA","magnitude","mean",53,-0.325961457396226
"350","1","walking_upstairs","frequency",NA,"NA","gyroscope","NA","magnitude","std",53,-0.182985518264151
"351","1","walking_upstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",53,-0.634665082075472
"352","1","walking_upstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","std",53,-0.693930521509434
"353","1","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","mean",53,-0.352395944716981
"354","1","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","std",53,-0.416260101509434
"355","1","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","mean",53,-0.44265216245283
"356","1","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","std",53,-0.533059853773585
"357","1","walking_upstairs","time","X","NA","gyroscope","NA","NA","mean",53,0.050549379754717
"358","1","walking_upstairs","time","X","NA","gyroscope","NA","NA","std",53,-0.544871104528302
"359","1","walking_upstairs","time","X","NA","gyroscope","jerk","NA","mean",53,-0.122232768011321
"360","1","walking_upstairs","time","X","NA","gyroscope","jerk","NA","std",53,-0.614786508490566
"361","1","walking_upstairs","time","X","body","accelerometer","NA","NA","mean",53,0.255461689622641
"362","1","walking_upstairs","time","X","body","accelerometer","NA","NA","std",53,-0.35470802509434
"363","1","walking_upstairs","time","X","body","accelerometer","jerk","NA","mean",53,0.101372729922642
"364","1","walking_upstairs","time","X","body","accelerometer","jerk","NA","std",53,-0.446843887735849
"365","1","walking_upstairs","time","X","gravity","accelerometer","NA","NA","mean",53,0.89335109754717
"366","1","walking_upstairs","time","X","gravity","accelerometer","NA","NA","std",53,-0.956367027924528
"367","1","walking_upstairs","time","Y","NA","gyroscope","NA","NA","mean",53,-0.166170015088679
"368","1","walking_upstairs","time","Y","NA","gyroscope","NA","NA","std",53,0.00410518379811321
"369","1","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","mean",53,-0.0421485884509434
"370","1","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","std",53,-0.601696656226415
"371","1","walking_upstairs","time","Y","body","accelerometer","NA","NA","mean",53,-0.0239531492643396
"372","1","walking_upstairs","time","Y","body","accelerometer","NA","NA","std",53,-0.00232026501698113
"373","1","walking_upstairs","time","Y","body","accelerometer","jerk","NA","mean",53,0.0194863076188679
"374","1","walking_upstairs","time","Y","body","accelerometer","jerk","NA","std",53,-0.378274426037736
"375","1","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","mean",53,-0.362153364339623
"376","1","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","std",53,-0.952849233207547
"377","1","walking_upstairs","time","Z","NA","gyroscope","NA","NA","mean",53,0.0583595463981132
"378","1","walking_upstairs","time","Z","NA","gyroscope","NA","NA","std",53,-0.50716867490566
"379","1","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","mean",53,-0.0407125527654717
"380","1","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","std",53,-0.606332002264151
"381","1","walking_upstairs","time","Z","body","accelerometer","NA","NA","mean",53,-0.0973020020943396
"382","1","walking_upstairs","time","Z","body","accelerometer","NA","NA","std",53,-0.0194792388471698
"383","1","walking_upstairs","time","Z","body","accelerometer","jerk","NA","mean",53,-0.0455625449113208
"384","1","walking_upstairs","time","Z","body","accelerometer","jerk","NA","std",53,-0.706593530943396
"385","1","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","mean",53,-0.075402939754717
"386","1","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","std",53,-0.912379410377358
"387","1","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",53,-0.126735589969811
"388","1","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","std",53,-0.14861931805283
"389","1","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",53,-0.59488286509434
"390","1","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",53,-0.648553044339623
"391","1","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","mean",53,-0.129927630735849
"392","1","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","std",53,-0.324970929245283
"393","1","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",53,-0.466503446226415
"394","1","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","std",53,-0.478991622075472
"395","1","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",53,-0.129927630735849
"396","1","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",53,-0.324970929245283
"397","2","laying","frequency","X","NA","gyroscope","NA","NA","mean",48,-0.9864311425
"398","2","laying","frequency","X","NA","gyroscope","NA","NA","std",48,-0.988860685833333
"399","2","laying","frequency","X","body","accelerometer","NA","NA","mean",48,-0.976725059791667
"400","2","laying","frequency","X","body","accelerometer","NA","NA","std",48,-0.973246482083333
"401","2","laying","frequency","X","body","accelerometer","jerk","NA","mean",48,-0.985813630833333
"402","2","laying","frequency","X","body","accelerometer","jerk","NA","std",48,-0.987250255833333
"403","2","laying","frequency","Y","NA","gyroscope","NA","NA","mean",48,-0.983321635416667
"404","2","laying","frequency","Y","NA","gyroscope","NA","NA","std",48,-0.981910616458333
"405","2","laying","frequency","Y","body","accelerometer","NA","NA","mean",48,-0.979800877916667
"406","2","laying","frequency","Y","body","accelerometer","NA","NA","std",48,-0.981025105625
"407","2","laying","frequency","Y","body","accelerometer","jerk","NA","mean",48,-0.982768250416667
"408","2","laying","frequency","Y","body","accelerometer","jerk","NA","std",48,-0.984987392916667
"409","2","laying","frequency","Z","NA","gyroscope","NA","NA","mean",48,-0.9626718875
"410","2","laying","frequency","Z","NA","gyroscope","NA","NA","std",48,-0.963174222291667
"411","2","laying","frequency","Z","body","accelerometer","NA","NA","mean",48,-0.984380981875
"412","2","laying","frequency","Z","body","accelerometer","NA","NA","std",48,-0.984792185
"413","2","laying","frequency","Z","body","accelerometer","jerk","NA","mean",48,-0.986197134583333
"414","2","laying","frequency","Z","body","accelerometer","jerk","NA","std",48,-0.989345368541667
"415","2","laying","frequency",NA,"NA","gyroscope","NA","magnitude","mean",48,-0.972112972708333
"416","2","laying","frequency",NA,"NA","gyroscope","NA","magnitude","std",48,-0.96109837875
"417","2","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",48,-0.990248702291667
"418","2","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","std",48,-0.989492660416667
"419","2","laying","frequency",NA,"body","accelerometer","NA","magnitude","mean",48,-0.975110196458333
"420","2","laying","frequency",NA,"body","accelerometer","NA","magnitude","std",48,-0.975121387916667
"421","2","laying","frequency",NA,"body","accelerometer","jerk","magnitude","mean",48,-0.985374114791667
"422","2","laying","frequency",NA,"body","accelerometer","jerk","magnitude","std",48,-0.984568489166667
"423","2","laying","time","X","NA","gyroscope","NA","NA","mean",48,-0.01847660675
"424","2","laying","time","X","NA","gyroscope","NA","NA","std",48,-0.988275232916667
"425","2","laying","time","X","NA","gyroscope","jerk","NA","mean",48,-0.101974134208333
"426","2","laying","time","X","NA","gyroscope","jerk","NA","std",48,-0.993235849166667
"427","2","laying","time","X","body","accelerometer","NA","NA","mean",48,0.281373403958333
"428","2","laying","time","X","body","accelerometer","NA","NA","std",48,-0.974059464791667
"429","2","laying","time","X","body","accelerometer","jerk","NA","mean",48,0.0825972511666667
"430","2","laying","time","X","body","accelerometer","jerk","NA","std",48,-0.98587216875
"431","2","laying","time","X","gravity","accelerometer","NA","NA","mean",48,-0.509754238125
"432","2","laying","time","X","gravity","accelerometer","NA","NA","std",48,-0.959014441458333
"433","2","laying","time","Y","NA","gyroscope","NA","NA","mean",48,-0.111800824583333
"434","2","laying","time","Y","NA","gyroscope","NA","NA","std",48,-0.982291608958333
"435","2","laying","time","Y","NA","gyroscope","jerk","NA","mean",48,-0.0358590176083333
"436","2","laying","time","Y","NA","gyroscope","jerk","NA","std",48,-0.989567537916667
"437","2","laying","time","Y","body","accelerometer","NA","NA","mean",48,-0.0181587397583333
"438","2","laying","time","Y","body","accelerometer","NA","NA","std",48,-0.98027739875
"439","2","laying","time","Y","body","accelerometer","jerk","NA","mean",48,0.012254788451875
"440","2","laying","time","Y","body","accelerometer","jerk","NA","std",48,-0.98317254125
"441","2","laying","time","Y","gravity","accelerometer","NA","NA","mean",48,0.752536639375
"442","2","laying","time","Y","gravity","accelerometer","NA","NA","std",48,-0.988211865208333
"443","2","laying","time","Z","NA","gyroscope","NA","NA","mean",48,0.144882846104167
"444","2","laying","time","Z","NA","gyroscope","NA","NA","std",48,-0.960306560416667
"445","2","laying","time","Z","NA","gyroscope","jerk","NA","mean",48,-0.0701783020833333
"446","2","laying","time","Z","NA","gyroscope","jerk","NA","std",48,-0.98803582125
"447","2","laying","time","Z","body","accelerometer","NA","NA","mean",48,-0.107245610416667
"448","2","laying","time","Z","body","accelerometer","NA","NA","std",48,-0.984233296875
"449","2","laying","time","Z","body","accelerometer","jerk","NA","mean",48,-0.00180264895625
"450","2","laying","time","Z","body","accelerometer","jerk","NA","std",48,-0.988442014375
"451","2","laying","time","Z","gravity","accelerometer","NA","NA","mean",48,0.646834879583333
"452","2","laying","time","Z","gravity","accelerometer","NA","NA","std",48,-0.984230418125
"453","2","laying","time",NA,"NA","gyroscope","NA","magnitude","mean",48,-0.950011569583333
"454","2","laying","time",NA,"NA","gyroscope","NA","magnitude","std",48,-0.961164053958333
"455","2","laying","time",NA,"NA","gyroscope","jerk","magnitude","mean",48,-0.991767074166667
"456","2","laying","time",NA,"NA","gyroscope","jerk","magnitude","std",48,-0.989718095208333
"457","2","laying","time",NA,"body","accelerometer","NA","magnitude","mean",48,-0.977435485208333
"458","2","laying","time",NA,"body","accelerometer","NA","magnitude","std",48,-0.972873912916667
"459","2","laying","time",NA,"body","accelerometer","jerk","magnitude","mean",48,-0.987741696041667
"460","2","laying","time",NA,"body","accelerometer","jerk","magnitude","std",48,-0.98551807625
"461","2","laying","time",NA,"gravity","accelerometer","NA","magnitude","mean",48,-0.977435485208333
"462","2","laying","time",NA,"gravity","accelerometer","NA","magnitude","std",48,-0.972873912916667
"463","2","sitting","frequency","X","NA","gyroscope","NA","NA","mean",46,-0.982621389565217
"464","2","sitting","frequency","X","NA","gyroscope","NA","NA","std",46,-0.986808501521739
"465","2","sitting","frequency","X","body","accelerometer","NA","NA","mean",46,-0.985803840652174
"466","2","sitting","frequency","X","body","accelerometer","NA","NA","std",46,-0.98736209
